id,image_id,mos,brightness,contrast,colorfulness,sharpness,noise,was_resized
1,953417,6.112903118133545,0.35221049189567566,0.27509599924087524,0.23883746383693666,760.0098573295958,0.001574659219001076,False
2,953777,6.59375,0.4107474386692047,0.20850016176700592,0.14146189762308897,2644.495458780806,0.017252615406006425,False
3,953756,5.796875,0.40854376554489136,0.24347887933254242,0.060825271638978384,6425.180775759804,0.04592266406236745,False
4,954195,5.0409836769104,0.2548035681247711,0.17164647579193115,0.20843083627571973,2600.1199823685974,0.020288566205752905,False
5,953903,5.943548202514648,0.3027472496032715,0.22263427078723907,0.0,1390.1271053035978,0.011576073257850325,False
6,954222,6.579365253448486,0.45330575108528137,0.19977250695228577,0.13804746634211473,533.9028789214725,0.006780817165290745,False
7,953889,6.55384635925293,0.32609617710113525,0.17805932462215424,0.38409473250891857,2861.344632039299,0.018148797063724673,False
8,953844,5.9140625,0.2979908585548401,0.27164891362190247,0.195910446792757,2405.3262734244317,0.010216726658251287,False
9,954104,5.959349632263184,0.4613337218761444,0.2756882607936859,0.17416662162965224,9916.848095727653,0.0436028480884044,False
10,954229,5.653225898742676,0.2559962868690491,0.16688425838947296,0.0992014236954103,57.30156263723141,0.0025436802768478393,False
11,953550,6.746153831481934,0.32986897230148315,0.23049584031105042,0.3315320226555015,2137.950345397413,0.005491896074344142,False
12,953726,5.598360538482666,0.3167930543422699,0.18802663683891296,0.3229350058161021,988.5398550664581,0.00727169402729583,False
13,954228,4.821705341339111,0.356063574552536,0.17608411610126495,0.4276273473940726,258.1744069634331,0.009147154280151566,False
14,953750,4.831999778747559,0.5372217893600464,0.17513969540596008,0.37836395663343614,436.18956656206586,0.002768542395872453,False
15,954181,6.333333492279053,0.21774345636367798,0.1592509001493454,0.3799407391606373,1716.5267890590667,0.002493831080173387,False
16,954208,5.569230556488037,0.3960363268852234,0.15356597304344177,0.14607284482233454,233.16352777777777,0.0029134295066220663,False
17,953810,5.6953125,0.7707663774490356,0.24588768184185028,0.0,1131.2363041431263,0.009635700902519927,False
18,954187,5.360655784606934,0.44743821024894714,0.2697029113769531,0.31581758442153207,208.99113780989825,0.004663101647973333,False
19,953621,5.859375,0.4303027391433716,0.20338106155395508,0.15582460751968982,294.75713261109104,0.003663954778525994,False
20,953348,5.162601470947266,0.43285465240478516,0.27504804730415344,0.1373842798807835,692.379917905299,0.005173701895052393,False
21,953283,6.755555629730225,0.36007699370384216,0.2745380997657776,0.13787505687414764,688.4524880306949,0.005755580577687794,False
22,953092,5.879032135009766,0.45188990235328674,0.1882874220609665,0.23319913970988254,1290.096628125,0.006910641370240142,False
23,953751,6.103174686431885,0.35930243134498596,0.14917747676372528,0.48457660136610514,429.6987581207019,0.006168812671054773,False
24,954112,5.644628047943115,0.5474309325218201,0.19150923192501068,0.20395835021468017,1357.8678232319794,0.003988515290899491,False
25,954117,5.848484992980957,0.43287724256515503,0.22081680595874786,0.25127820754276486,4619.922087895726,0.006201268722292127,False
26,954116,5.541984558105469,0.134974405169487,0.07351081818342209,0.28613378176035764,227.6467552893529,0.006908311130603283,False
27,953821,6.0757575035095215,0.30771613121032715,0.2530624568462372,0.04806906498304915,1045.0018205134859,0.006151419525617712,False
28,954105,6.023255825042725,0.13145825266838074,0.13478533923625946,0.0202929867350417,1076.4044874890642,0.0032681158305960787,False
29,953019,4.365853786468506,0.03810124099254608,0.06917326152324677,0.056821444743956166,741.1373763351579,0.013475292989224825,False
30,953780,5.041666507720947,0.48892131447792053,0.22585217654705048,0.020736621201482473,548.0573633753368,0.002591199233885432,False
31,954186,5.409836292266846,0.30663514137268066,0.2962758243083954,0.2998450288009876,1741.8942918180746,0.0033029021214702908,False
32,954119,5.689393997192383,0.30171552300453186,0.20671388506889343,0.0,1160.5581572565402,0.004237136888442882,False
33,954063,5.5615386962890625,0.4432707130908966,0.25821053981781006,0.24839677663081525,815.426663367333,0.004258566127324834,False
34,954121,6.115384578704834,0.554625391960144,0.2468010038137436,0.4331166842736013,1381.6994650277452,0.005582585702060075,False
35,954066,5.129770755767822,0.23318010568618774,0.23110660910606384,0.453936128783033,31.96662608906667,0.004179756238868309,False
36,954125,5.0879998207092285,0.5506012439727783,0.33383533358573914,0.06010297563797169,9168.180049724579,0.027894286593205506,False
37,954067,6.78518533706665,0.3670813739299774,0.134322389960289,0.37189015376756385,1568.7899372968593,0.006071444517342743,False
38,953582,5.943548202514648,0.4790024757385254,0.11335048824548721,0.1838082115364752,977.2211359234174,0.0018082179107441942,False
39,954013,6.75,0.3267118036746979,0.2461366504430771,0.4605692692872014,2558.3298774954014,0.0036488918727257407,False
40,954069,5.098360538482666,0.48130953311920166,0.22731363773345947,0.04973577109124489,2188.482670654117,0.008590740929842926,False
41,954071,5.455999851226807,0.1968947947025299,0.18295516073703766,0.0755715989154976,365.92201831685975,0.001444835014051643,False
42,954225,5.5625,0.4606708884239197,0.2252824455499649,0.1933276360310104,507.96236410615205,0.005522021885944628,False
43,954124,6.1052632331848145,0.26326048374176025,0.1524105817079544,0.1696027569049956,415.5199842963131,0.0027123268661163064,False
